Author,Born-Died,TITLE,time,TECHNIQUE,LOCATION,LATITUDE,LONGITUDE,DESC,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre,ID
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire and Chteau Noir,1904,Oil on canvas 66 x 81 cm,Bridgestone Museum of Art Tokyo,35.6840782,139.8088531,Tokyo Japan,city/town,http://www.wga.hu/art/c/cezanne/5/3victor1.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor1
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire Seen from Les Lauves,1904,Oil on canvas 74 x 82 cm,Nelson-Atkins Museum of Art Kansas City,39.0449104,-94.5810089,Nelson-Atkins Museum of Art MO,PointOfInterest,http://www.wga.hu/art/c/cezanne/5/3victor3.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor3
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire,1904,Oil on canvas 73 x 92 cm,Museum of Art Philadelphia,39.9522209,-75.162178,Philadelphia PA,city/town,http://www.wga.hu/art/c/cezanne/5/3victor2.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor2
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire,1904,Oil on canvas 65 x 81 cm,Museum of Art Philadelphia,39.9522209,-75.162178,Philadelphia PA,city/town,http://www.wga.hu/art/c/cezanne/5/3victor6.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor6
SARGENT John Singer,(b. 1856 Firenze d. 1925 London),Portrait of Millicent Duchess of Sutherland,1904,Oil on canvas 254 x 146 cm,Museo Thyssen-Bornemisza Madrid,40.4160233,-3.695015,Museo Thyssen Bornemisza Community of Madrid Spain,LandmarkBuilding,http://www.wga.hu/art/s/sargent/millicen.jpg,painting,portrait,American,1851-1900,Realism,/s/sargent/millicen
BENSON Frank Weston,(b. 1862 Salem d. 1951 Salem),The Black Hat,1904,Oil on canvas 102 x 81 cm,Museum of Art Rhode Island School of Design Providence,41.8261108,-71.4074936,Rhode Island School of Design RI,PointOfInterest,http://www.wga.hu/art/b/benson_f/blackhat.jpg,painting,portrait,American,1851-1900,Impressionism,/b/benson_f/blackhat
SOROLLA Y BASTIDA Joaqun,(b. 1863 Valencia d. 1923 Cercedilla),Return from Fishing,1904,Oil on canvas 45 x 75 cm,Raccolte Frugone Nervi Genova,44.3833313,9.0401497,Nervi Lig. Italy,Neighborhood,http://www.wga.hu/art/s/sorolla/fishing.jpg,painting,genre,Spanish,1851-1900,Impressionism,/s/sorolla/fishing
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),Coaching in Athens at New Moon,1904,Oil on canvas 93 x 70 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/c/csontvar/13csont.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/c/csontvar/13csont
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire Seen from Les Lauves,1904,Oil on canvas 65 x 81 cm,Kunsthaus Zurich,47.370224,8.5480356,Kunsthaus Zrich Switzerland,LandmarkBuilding,http://www.wga.hu/art/c/cezanne/5/3victor5.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor5
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Painter and Model (in atelier),1904,Oil on canvas 157 x 166 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/16ferenc.jpg,painting,other,Hungarian,1851-1900,Impressionism,/f/ferenczz/16ferenc
FNYES Adolf,(b. 1867 Kecskemt d. 1945 Budapest),Forenoon in a Provincial Town,1904,Oil on canvas 70 x 90 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/fenyes/1fenyes.jpg,painting,genre,Hungarian,1851-1900,Realism,/f/fenyes/1fenyes
FNYES Adolf,(b. 1867 Kecskemt d. 1945 Budapest),Shelling Beans,1904,Oil on canvas 86 x 79 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/fenyes/2fenyes.jpg,painting,genre,Hungarian,1851-1900,Realism,/f/fenyes/2fenyes
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),When One Lives on Memories,1904,Oil on cardboard 70 x 104 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/16rippl.jpg,painting,genre,Hungarian,1851-1900,Impressionism,/r/rippl-ro/16rippl
TORNYAI Jnos,(b. 1869 Hdmezvsrhely d. 1936 Budapest),The Legacy,1904,Olaj vszon 156 x 227 cm cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/t/tornyai/1legacy.jpg,painting,genre,Hungarian,1851-1900,Realism,/t/tornyai/1legacy
TORNYAI Jnos,(b. 1869 Hdmezvsrhely d. 1936 Budapest),Young Woman in the Atelier,1904,Oil on canvas 91 x 72 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/t/tornyai/4woman.jpg,painting,portrait,Hungarian,1851-1900,Realism,/t/tornyai/4woman
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Mont Sainte-Victoire Seen from Les Lauves,1904,Oil on canvas 74 x 82 cm,Kunstmuseum Basel,47.5488014,7.58781,Basel Switzerland,city/town,http://www.wga.hu/art/c/cezanne/5/3victor4.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/3victor4
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Houses of Parliament in London,1904,Oil on canvas 81 x 92 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/m/monet/08/1london3.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/1london3
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Houses of Parliament London,1904,Oil on canvas 81 x 92 cm,Palais des Beaux-Arts Lille,50.6304588,3.06282,Palais des Beaux-Arts Nord France,LandmarkBuilding,http://www.wga.hu/art/m/monet/08/1london4.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/1london4
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),The Gardener,1904,Oil on canvas 63 x 52 cm,Tate Gallery London,51.4908333,-0.127222,Tate Britain United Kingdom,Museum,http://www.wga.hu/art/c/cezanne/5/5portra3.jpg,painting,portrait,French,1851-1900,Impressionism,/c/cezanne/5/5portra3
LEWISKI Wadisaw,(b. 1856 Bialynin nr Mikolajew d. 1918 Paris),Rough Sea at Belle-Ile,1904,Oil on canvas 58 x 82 cm,Muzeum Narodowe Cracow,51.7310715,18.5078697,Krakw Poland,city/town,http://www.wga.hu/art/s/slewinsk/roughsea.jpg,painting,landscape,Polish,1851-1900,Impressionism,/s/slewinsk/roughsea
CHARLES James,(b. 1851 Warrington d. 1906 London),The Picnic,1904,Oil on canvas 38 x 54 cm,Museum and Art Gallery Warrington,53.3938713,-2.58935,Warrington Warrington United Kingdom,city/town,http://www.wga.hu/art/c/charles/picnic.jpg,painting,landscape,English,1851-1900,Realism,/c/charles/picnic
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Blue Landscape,1904,Oil on canvas 101 x 81 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/c/cezanne/5/1variou2.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/5/1variou2
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Terrace at Cagnes,1905,Oil on canvas 45 x 54 cm,Bridgestone Museum of Art Tokyo,35.6840782,139.8088531,Tokyo Japan,city/town,http://www.wga.hu/art/r/renoir/4/4renoi11.jpg,painting,landscape,French,1851-1900,Impressionism,/r/renoir/4/4renoi11
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Still-Life with Apples and Peaches,1905,Oil on canvas 81 x 100 cm,National Gallery of Art Washington,38.8913078,-77.0199585,National Gallery of Art DC,PointOfInterest,http://www.wga.hu/art/c/cezanne/5/1variou3.jpg,painting,still-life,French,1851-1900,Impressionism,/c/cezanne/5/1variou3
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Bather (Grande Baigneuse),1905,Oil on canvas 97 x 73 cm,Museum of Art Philadelphia,39.9522209,-75.162178,Philadelphia PA,city/town,http://www.wga.hu/art/r/renoir/4/4renoi10.jpg,painting,other,French,1851-1900,Impressionism,/r/renoir/4/4renoi10
PETO John Frederick,(b. 1854 Philadelphia d. 1907 New York City),Tom's River,1905,Oil on canvas 59 x 41 cm,Museo Thyssen-Bornemisza Madrid,40.4160233,-3.695015,Museo Thyssen Bornemisza Community of Madrid Spain,LandmarkBuilding,http://www.wga.hu/art/p/peto/tomriver.jpg,painting,still-life,American,1851-1900,Realism,/p/peto/tomriver
SARGENT John Singer,(b. 1856 Firenze d. 1925 London),Venetian Passageway,1905,Watercolour gouache and graphite 538 x 368 mm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/s/sargent/venetian.jpg,graphics,landscape,American,1851-1900,Realism,/s/sargent/venetian
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies,1905,Oil on canvas 90 x 100 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/m/monet/08/7liliy01.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy01
GROHAR Ivan,(b. 1867 Spodnj Sorica d. 1911 Ljubljana),Snow in Skofja Loka,1905,Oil on canvas 88 x 99 cm,Moderna Galerija Ljubljana,46.050621,14.50282,Ljubljana Slovenia,city/town,http://www.wga.hu/art/g/grohar/snow.jpg,painting,landscape,Other,1851-1900,Impressionism,/g/grohar/snow
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),The Mount of Olives in Jerusalem,1905,Oil on canvas 118 x 115 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/c/csontvar/15csont.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/c/csontvar/15csont
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),View of the Dead Sea from the Temple Square in Jerusalem,1905,Oil on canvas 127 x 262 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/c/csontvar/14csont.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/c/csontvar/14csont
DEGAS Edgar,(b. 1834 Paris d. 1917 Paris),Woman Combing Her Hair,1905,Pastel on paper 77 x 75 cm,Muse Cantonal des Beaux-Arts Lausanne,46.5195999,6.6322198,Lausanne Switzerland,city/town,http://www.wga.hu/art/d/degas/5/1890s_08.jpg,painting,genre,French,1851-1900,Impressionism,/d/degas/5/1890s_08
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),De Oude Vinck Restaurant Leiden,1905,Oil on canvas 72 x 88 cm,Kunsthaus Zurich,47.370224,8.5480356,Kunsthaus Zrich Switzerland,LandmarkBuilding,http://www.wga.hu/art/l/lieberma/43leiden.jpg,painting,landscape,German,1851-1900,Impressionism,/l/lieberma/43leiden
REDON Odilon,(b. 1840 Bordeaux d. 1916 Paris),Beatrice,1905,Pastel on paper 64 x 48 cm,Kunsthaus Zurich,47.370224,8.5480356,Kunsthaus Zrich Switzerland,LandmarkBuilding,http://www.wga.hu/art/r/redon/beatrice.jpg,painting,other,French,1851-1900,Impressionism,/r/redon/beatrice
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Sunny Morning,1905,Oil on canvas 92 x 93 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/17ferenc.jpg,painting,landscape,Hungarian,1851-1900,Impressionism,/f/ferenczz/17ferenc
TORNYAI Jnos,(b. 1869 Hdmezvsrhely d. 1936 Budapest),The Artist's Mother in her Room,1905,Oil on canvas 120 x 151 cm,Hungarian National Gallery Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/t/tornyai/3mother.jpg,painting,portrait,Hungarian,1851-1900,Realism,/t/tornyai/3mother
REDON Odilon,(b. 1840 Bordeaux d. 1916 Paris),The Buddha,1905,Pastel 90 x 73 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/r/redon/buddha.jpg,painting,other,French,1851-1900,Impressionism,/r/redon/buddha
REDON Odilon,(b. 1840 Bordeaux d. 1916 Paris),The Triumphal Car of Apollo,Y1905,Pastel 91 x 77 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/r/redon/triumpha.jpg,painting,mythological,French,1851-1900,Impressionism,/r/redon/triumpha
SLEVOGT Max,(b. 1868 Landshut d. 1932 Neukastel),The Alster at Hamburg,1905,Oil on canvas 59 x 76 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/s/slevogt/slevogt4.jpg,painting,landscape,German,1851-1900,Impressionism,/s/slevogt/slevogt4
ZULOAGA Y ZABALETA Ignacio,(b. 1870 Eibar d. 1945 Madrid),Celestina,1906,Oil on canvas,Centro de Arte Reina Sofa Madrid,40.4202805,-3.70577,Madrid Community of Madrid Spain,city/town,http://www.wga.hu/art/z/zuloaga/celestin.jpg,painting,portrait,Spanish,1851-1900,Impressionism,/z/zuloaga/celestin
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies,1906,Oil on canvas 88 x 93 cm,Art Institute Chicago,41.8842506,-87.6324463,Chicago IL,city/town,http://www.wga.hu/art/m/monet/08/7liliy02.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy02
SUZOR-COT Marc Aurle de Foy,(b.1869 Arthabaska Qubec d. 1937 Daytona Beach),Port-Blanc in Brittany,1906,Oil on canvas 65 x 81 cm,National Gallery of Canada Ottawa,45.4217796,-75.6911926,Ottawa ON,city/town,http://www.wga.hu/art/s/suzor/brittany.jpg,painting,landscape,Other,1851-1900,Impressionism,/s/suzor/brittany
PELLIZZA DA VOLPEDO Giuseppe,(b. 1868 Volpedo d. 1907 Milano),The Statue of Villa Borghese,1906,Oil on canvas 66 x 67 cm,Museo d'Arte Moderna Ca' Pesaro Venice,45.4403801,12.3311453,Ca' Pesaro Ven. Italy,LandmarkBuilding,http://www.wga.hu/art/p/pellizza/borghese.jpg,painting,landscape,Italian,1851-1900,Impressionism,/p/pellizza/borghese
FNYES Adolf,(b. 1867 Kecskemt d. 1945 Budapest),Brother and Sister,1906,Oil on canvas 121 x 101 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/fenyes/4fenyes.jpg,painting,genre,Hungarian,1851-1900,Realism,/f/fenyes/4fenyes
UHDE Fritz van,(b. 1848 Wolkenburg d. 1911 Mnchen),In the Garden (The Artist's Daughters),1906,Oil on canvas 70 x 100 cm,Kunsthalle Mannheim,49.4865112,8.4667797,Mannheim BW Germany,city/town,http://www.wga.hu/art/u/uhde/uhde6.jpg,painting,genre,German,1851-1900,Impressionism,/u/uhde/uhde6
SLAVEK Antonn,(b. 1870 Praha d. 1910 Praha),Elizabeth Bridge Prague,1906,Oil on canvas 145 x 193 cm,Nrodn Galerie Prague,50.0667992,14.4658461,Prague,state/province,http://www.wga.hu/art/s/slavicek/prague.jpg,painting,landscape,Bohemian,1851-1900,Impressionism,/s/slavicek/prague
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),The Dunes at Noordwijk,1906,Oil on panel 63 x 69 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/l/lieberma/44dunes.jpg,painting,landscape,German,1851-1900,Impressionism,/l/lieberma/44dunes
KOROVIN Konstantin Alekseyevich,(b. 1861 Moscow d. 1939 Paris),Boulevard des Capucines Paris,1906,Oil on canvas 73 x 60 cm,State Tretyakov Gallery Moscow,55.7569618,37.6150093,Moscow Russia,city/town,http://www.wga.hu/art/k/korovin/cpucine.jpg,painting,landscape,Russian,1851-1900,Impressionism,/k/korovin/cpucine
ZULOAGA Y ZABALETA Ignacio,(b. 1870 Eibar d. 1945 Madrid),The Dwarf Gregorio,1906,Oil on canvas 187 x 154 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/z/zuloaga/dwarf.jpg,painting,portrait,Spanish,1851-1900,Impressionism,/z/zuloaga/dwarf
VUILLARD douard,(b. 1868 Cuiseaux d. 1940 La Baule),Madame Bonnard,1907,Oil on canvas 109 x 88 cm,National Gallery of Victoria Melbourne,-37.8225937,144.9686279,National Gallery of Victoria Australia,Museum,http://www.wga.hu/art/v/vuillard/vuilla06.jpg,painting,portrait,French,1851-1900,Impressionism,/v/vuillard/vuilla06
SOROLLA Y BASTIDA Joaqun,(b. 1863 Valencia d. 1923 Cercedilla),Portrait of Alfonso XIII in the Uniform of a Hussar,1907,Oil on canvas 208 x 108 cm,Palacio Real Madrid,40.41782,-3.714395,Palcio Real Community of Madrid Spain,LandmarkBuilding,http://www.wga.hu/art/s/sorolla/portrai3.jpg,painting,portrait,Spanish,1851-1900,Impressionism,/s/sorolla/portrai3
ROUSSEAU Henri,(b. 1844 Laval d. 1910 Paris),The Repast of the Lion,1907,Oil on canvas 114 x 160 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/r/roussea/lion.jpg,painting,other,French,1851-1900,Realism,/r/roussea/lion
BOLDINI Giovanni,(b. 1842 Ferrara d. 1931 Paris),Portrait of Mlle Lantelme,1907,Oil on canvas 227 x 118 cm,Galleria Nazionale d'Arte Moderna e Contemporanea Rome,41.9032211,12.4956503,Rome Laz. Italy,city/town,http://www.wga.hu/art/b/boldini/mlle_lan.jpg,painting,portrait,Italian,1851-1900,Impressionism,/b/boldini/mlle_lan
BEAUX Cecilia,(b. 1855 Philadelphia d. 1942 Gloucester),Charles Sumner Bird and His Sister Edith Bird Bass,1907,Oil on canvas 240 x 135 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/b/beaux/birds.jpg,painting,portrait,American,1851-1900,Realism,/b/beaux/birds
NOMELLINI Plinio,(b. 1866 Livorno d. 1943 Firenze),Garibaldi,1907,Oil on canvas 200 x 180 cm,Museo Civico Giovanni Fattori Livorno,43.5529099,10.3199797,Leghorn Tosc. Italy,city/town,http://www.wga.hu/art/n/nomellin/garibald.jpg,painting,historical,Italian,1851-1900,Impressionism,/n/nomellin/garibald
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),The Solitary Cedar,1907,Oil on canvas 194 x 248 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/c/csontvar/16csont.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/c/csontvar/16csont
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),Pilgrimage to the Cedars in Lebanon,1907,Oil on canvas 200 x 205 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/c/csontvar/17csont.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/c/csontvar/17csont
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),Father and Uncle Piacsek Drinking Red Wine,1907,Oil on cardboard 68 x 100 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/18rippl.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/r/rippl-ro/18rippl
CROSS Henri-Edmond,(b. 1856 Douai d. 1910 Saint-Clair),Afternoon at Pardigon,1907,Oil on canvas 81 x 65 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/c/cross/pardigon.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cross/pardigon
ROHLFS Christian,(b. 1849 Niendorf d. 1938 Hagen),Birch Wood,1907,Oil on canvas 110 x 75 cm,Museum Folkwang Essen,51.4422836,7.004643,Museum Folkwang NW Germany,Unknown,http://www.wga.hu/art/r/rohlfs/birch.jpg,painting,landscape,German,1851-1900,Impressionism,/r/rohlfs/birch
TOOROP Jan,(b. 1858 Purworejo Java d. 1928 Den Haag),The Dunes and the Sea at Zoutlande,1907,Oil on canvas 48 x 62 cm,Haags Gemeentemuseum The Hague,52.0672989,4.28899,The Hague Netherlands,city/town,http://www.wga.hu/art/t/toorop/dunes.jpg,painting,landscape,Dutch,1851-1900,Impressionism,/t/toorop/dunes
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Sunset in Venice,1908,Oil on canvas 73 x 92 cm,Bridgestone Museum of Art Tokyo,35.6840782,139.8088531,Tokyo Japan,city/town,http://www.wga.hu/art/m/monet/08/2venice5.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/2venice5
HALE Philip Leslie,(b. 1865 Boston d. 1931 Boston),The Crimson Rambler,1908,Oil on canvas 64 x 77 cm,Pennsylvania Academy of Fine Arts Philadelphia,39.9556427,-75.1633911,Academy of Fine Arts PA,PointOfInterest,http://www.wga.hu/art/h/hale/rambler.jpg,painting,landscape,American,1851-1900,Impressionism,/h/hale/rambler
BERUETE Aureliano,(b. 1845 Madrid d. 1912 Madrid),The River Manzanares,1908,Oil on canvas 58 x 81 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/b/beruete/manzana2.jpg,painting,landscape,Spanish,1851-1900,Impressionism,/b/beruete/manzana2
BERUETE Aureliano,(b. 1845 Madrid d. 1912 Madrid),The River Manzanares,1908,Oil on canvas 58 x 81 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/b/beruete/manzana3.jpg,painting,landscape,Spanish,1851-1900,Impressionism,/b/beruete/manzana3
RUSIOL Y PRATS Santiago,(b. 1861 Barcelona d. 1931 Aranjuez),A Garden in Aranjuez,1908,Oil on canvas 140 x 135 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/r/rusinol/aranjuez.jpg,painting,landscape,Catalan,1851-1900,Impressionism,/r/rusinol/aranjuez
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Palazzo Ducale Seen from San Giorgio Maggiore,1908,Oil on canvas 65 x 93 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/m/monet/08/2venice2.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/2venice2
SOROLLA Y BASTIDA Joaqun,(b. 1863 Valencia d. 1923 Cercedilla),Elena and Maria in Old-Fashioned Valencian Costume,1908,Oil on canvas 255 x 185 cm,Museo de Arte Moderno Barcelona,41.3856087,2.16872,Barcelona Catalonia Spain,city/town,http://www.wga.hu/art/s/sorolla/valencia.jpg,painting,portrait,Spanish,1851-1900,Impressionism,/s/sorolla/valencia
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Grand Canal in Venice,1908,Oil on canvas 74 x 92 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/m/monet/08/2venice4.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/2venice4
LUCHIAN tefan,(b. 1868 Stefanesti d. 1916 Bucureti),Anemones,1908,Oil on canvas 43 x 43 cm,Muzeul National de Arta Bucharest,44.4414597,26.0892906,Bucharest,state/province,http://www.wga.hu/art/l/luchian/anemone1.jpg,painting,still-life,Other,1851-1900,Impressionism,/l/luchian/anemone1
CSONTVRY KOSZTKA Tivadar,(b. 1853 Kisszeben d. 1919 Budapest),Mary's Well at Nazareth,1908,Oil on canvas 362 x 515 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/c/csontvar/18csont.jpg,painting,religious,Hungarian,1851-1900,Romanticism,/c/csontvar/18csont
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Gondola in Venice,1908,Oil on canvas 81 x 55 cm,Muse des Beaux-Arts Nantes,47.2181091,-1.5530601,Nantes Loire-Atlantique France,city/town,http://www.wga.hu/art/m/monet/08/2venice3.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/2venice3
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Palazzo Contarini,1908,Oil on canvas 92 x 81 cm,Kunstmuseum St. Gallen,47.4263802,9.3736897,St Gallen Switzerland,city/town,http://www.wga.hu/art/m/monet/08/2venice1.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/2venice1
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Double Portrait (Bni and Nomi),1908,Oil on canvas 140 x 153 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/18ferenc.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/f/ferenczz/18ferenc
CROSS Henri-Edmond,(b. 1856 Douai d. 1910 Saint-Clair),Cypresses at Cagnes,1908,Oil on canvas 81 x 100 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/c/cross/cagnes.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cross/cagnes
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),The Beach at Nordwijk,1908,Oil on canvas 66 x 81 cm,Niederschsisches Landesmuseum Hannover,52.3722687,9.7381496,Hannover NI Germany,city/town,http://www.wga.hu/art/l/lieberma/45beach.jpg,painting,landscape,German,1851-1900,Impressionism,/l/lieberma/45beach
DEWHURST Wynford,(b. 1864 Manchester d. 1941 Burton upon Trent),Luncheon on the Grass (Picnic),1908,Oil on canvas 82 x 101 cm,City Art Gallery Manchester,53.4795914,-2.24874,Manchester Greater Manchester United Kingdom,city/town,http://www.wga.hu/art/d/dewhurst/picnic.jpg,painting,genre,English,1851-1900,Impressionism,/d/dewhurst/picnic
BENSON Frank Weston,(b. 1862 Salem d. 1951 Salem),Sunlight,1909,Oil on canvas 82 x 51 cm,Museum of Art Indianapolis,39.7669106,-86.1499634,Indianapolis IN,city/town,http://www.wga.hu/art/b/benson_f/sunlight.jpg,painting,landscape,American,1851-1900,Impressionism,/b/benson_f/sunlight
